,displayName,description,abbreviation,value,perGameValue,rank,teamName
13,Passing Big Plays,The number of times a pass results in a big play.,BIGP,51.0,,13.0,Bills
14,Passing 1st downs,The number of times a pass results in a first down.,FIRST,212.0,13.0,8.0,Bills
15,Passing Fumbles,The number of times the ball has been fumbled after a completed pass.,FUM,8.0,,17.0,Bills
16,Passing Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team after a completed pass.,FL,5.0,,16.0,Bills
17,Passing Touchdown %,The percentage of passes that result in a touchdown.,TD%,6.098,5.714285850524902,2.0,Bills
18,Passing Touchdowns,The total number of passing touchdowns.,TD,35.0,2.0,2.0,Bills
19,Passing Yards,The total passing yards.,YDS,4291.0,268.0,9.0,Bills
20,Passing Yards After Catch,The amount of passing yards after catch.,PYAC,1597.0,,27.0,Bills
21,Passing Yards At Catch,The amount of passing yards when the catch is made.,PY@C,2694.0,,3.0,Bills
22,Passing Yards Per Game,The number of passing yards per game.,YDS/G,268.188,,7.0,Bills
23,Passer Rating,Passer Rating,RTG,95.8075,93.16678619384766,23.0,Bills
24,Total Sacks,The total number of sacks.,SACK,33.0,2.0,25.0,Bills
25,Sack Yards Lost,The amount of yards lost due to sacks.,SYL,162.0,10.0,2.0,Bills
26,Net Passing Attempts,Net Passing Attempts.,NATT,607.0,37.0,39.0,Bills
27,Team Games Played,The amount of games played.,TGP,16.0,,31.0,Bills
28,Total Offensive Plays,The number of total offensive plays.,TOP,1037.0,63.0,59.0,Bills
29,Total Points,The number of total points scored.,PTS,455.0,27.0,4.0,Bills
30,Total Points Per Game,The number of points scored per game.,TP,28.438,,2.0,Bills
31,Total Touchdowns,The number of touchdowns scored in total.,TD,53.0,3.0,5.0,Bills
32,Total Yards,The number of yards accumulated in total.,TYDS,6523.0,397.0,4.0,Bills
33,Total Yards From Scrimmage,The amound of total yards from the line of scrimmage.,CMP,0.0,,1.0,Bills
34,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,-1.0,-1.0,1.0,Bills
35,Two Point Pass,The number of times a pass was thrown for 2 points.,2PTP,1.0,,14.0,Bills
36,Two Point Pass Attempts,The number of times a pass was attempted on a 2-point conversion.,2PTPA,1.0,,22.0,Bills
37,Yards From Scrimmage Per Game,The yards gained from scrimmage per game.,SCRIM/G,0.0,,1.0,Bills
38,Yards Per Completion,The average number of yards per pass completion.,CMP,11.886,11.631999969482422,6.0,Bills
39,Yards Per Game,The average number of yards per game.,YDS/G,407.688,,2.0,Bills
40,Yards Per Pass Attempt,The average number yards per pass attempt.,AVG,7.476,7.521999835968018,7.0,Bills
41,Net Yards Per Pass Attempt,The average number net yards (taking sack yardage into account) per pass attempt.,NYDS/PA,6.802306425041186,6.972972972972973,,Bills
42,Quarterback Rating,Quarterback Rating.,RAT,95.8075,93.16678619384766,23.0,Bills
0,Average Gain,The average gained yards per position.,AG,633.566,,3.0,Bills
1,ESPN RB Rating,The ESPN Widereceiver Rating.,ESPNRB,2562.0,,11.0,Bills
2,Long Rushing,The amount of yards for the longest run.,LNG,44.0,26.0,24.0,Bills
3,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0.0,,1.0,Bills
4,Net Total Yards,The amount of total net yards.,NTYDS,6361.0,,4.0,Bills
5,Net Yards Per Game,The total net yards gained per game.,CMP,397.5625,,2.0,Bills
6,Rushing Attempts,The total number of attempted rushes.,ATT,430.0,26.0,20.0,Bills
7,20+ Yard Rushing Plays,The number of rushing big plays gained.,BIG,20.0,,2.0,Bills
8,Rushing 1st downs,The number of times a first down is picked up by a run.,FD,128.0,8.0,10.0,Bills
9,Rushing Fumbles,The number of times there is a run and then the ball is fumbled.,FUM,20.0,,2.0,Bills
10,Rushing Fumbles Lost,The number of times there is a run and then the ball is fumbled.,LST,5.0,,1.0,Bills
11,Rushing Touchdowns,The total number of rushing touchdowns.,TD,15.0,,15.0,Bills
12,Rushing Yards,The total rushing yards.,YDS,2232.0,139.0,9.0,Bills
13,Rushing Yards Per Game,The average number of rushing yards per game.,YDS/G,139.5,,7.0,Bills
14,Stuffs,The number of times a run is stopped at or behind the line of scrimmage.,STF,55.0,,15.0,Bills
15,Stuff Yards Lost,The number of yards lost when a run is stuffed.,SYDSL,-106.0,,19.0,Bills
16,Team Games Played,The numbers of team games played.,GP,16.0,,31.0,Bills
17,Total Offensive Plays,The number of offenseive plays run.,OP,1037.0,63.0,59.0,Bills
18,Total Points,The number of total points earned.,PTS,455.0,27.0,4.0,Bills
19,Total Points Per Game,The average number of points scored per game.,TP/G,28.438,,2.0,Bills
20,Total Touchdowns,The number of total Touchdowns scored.,TD,53.0,3.0,5.0,Bills
21,Total Yards,The number of total yards gained.,TYDS,6523.0,397.0,4.0,Bills
22,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0.0,,1.0,Bills
23,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTC,-1.0,-1.0,1.0,Bills
24,Two Point Rush,The number of rushes on 2-point attempts.,2PTR,1.0,,4.0,Bills
25,Two Point Rush Attempts,The number of times a 2-point conversion is attempted with a rush.,CMP,2.0,,4.0,Bills
26,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0.0,,1.0,Bills
27,Yards Per Game,The average number of yards per game.,YDS/G,407.688,,2.0,Bills
28,Yards Per Rush Attempt,The average number of yards per rush attempt.,AVG,5.191,5.224999904632568,2.0,Bills
0,Average Gain,The average gained yards per position.,AG,633.566,,3.0,Bills
1,ESPN Widereceiver Rating,The ESPN Widereceiver Rating.,ESPNWR,7321.0,,9.0,Bills
2,Long Reception,The amount of yards for the longest reception.,LNG,98.0,39.0,1.0,Bills
3,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0.0,,1.0,Bills
4,Net Total Yards,The amount of total net yards.,NTYDS,6361.0,,4.0,Bills
5,Net Yards Per Game,The total net yards gained per game.,CMP,397.5625,,2.0,Bills
6,20+ Yard Receiving Plays,The number of receiving big plays gained.,BIG,51.0,,13.0,Bills
7,Receiving First Downs,The number of times a first down is picked up by a reception.,FD,212.0,,8.0,Bills
8,Receiving Fumbles,The number of times a reception is made and then the ball is fumbled.,FUM,8.0,,17.0,Bills
9,Receiving Fumbles Lost,The number of times a reception is made and the balled is fumbled and recovered by the opposing team.,LST,5.0,,16.0,Bills
10,Receiving Targets,The number of times a receiver is thrown to.,TGTS,551.0,34.0,15.0,Bills
11,Receiving Touchdowns,The total number of receiving touchdowns.,TD,35.0,2.0,2.0,Bills
12,Receiving Yards,The total receiving yards.,YDS,4291.0,268.0,9.0,Bills
13,Receiving Yards After Catch,The number of yards gained after the catch has been made.,YAC,1597.0,99.0,27.0,Bills
14,Receiving Yards At Catch,The number of yards gained at the time the catch is made.,Y@C,2694.0,,3.0,Bills
15,Receiving Yards Per Game,The average number of receiving yards per game.,YDS/G,268.188,,7.0,Bills
16,Receptions,The total number of receptions.,REC,361.0,22.0,14.0,Bills
17,Team Games Played,The numbers of team games played.,GP,16.0,,31.0,Bills
18,Total Offensive Plays,The number of offenseive plays run.,OP,1037.0,63.0,59.0,Bills
19,Total Points,The number of total points earned.,PTS,455.0,27.0,4.0,Bills
20,Total Points Per Game,The average number of points scored per game.,TP/G,28.438,,2.0,Bills
21,Total Touchdowns,The number of total Touchdowns scored.,TD,53.0,3.0,5.0,Bills
22,Total Yards,The number of total yards gained.,TYDS,6523.0,397.0,4.0,Bills
23,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0.0,,1.0,Bills
24,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTC,-1.0,-1.0,1.0,Bills
25,Two Point Receptions,The number of receptions on 2-point attempts.,2PTR,1.0,1.0,14.0,Bills
26,Two Point Reception Attempts,The number of times a 2-point conversion is attempted with a reception.,CMP,1.0,1.0,22.0,Bills
27,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0.0,,1.0,Bills
28,Yards Per Game,The average number of yards per game.,YDS/G,407.688,,2.0,Bills
29,Yards Per Reception,The average number of yards per reception.,AVG,11.886,12.095000267028809,6.0,Bills
0,Assist Tackles,The number of assists on tackles.,AST,349.0,19.0,4.0,Bills
1,Average Interception Yards,The average number of return yards per interception.,AVG,9.706,7.796000003814697,25.0,Bills
2,Average Sack Yards,The average number of yards lost per sack.,YDS/SACK,7.2,7.546999931335449,4.0,Bills
3,Average Stuff Yards,The average number of yards lost per stuff.,YDS/STF,4.679,,25.0,Bills
4,Block Field Goal Touchdown,The number of blocked field goals that were returned for a touchdown.,BFGTD,0.0,,2.0,Bills
5,Blocked Punt Touchdowns,The number of blocked punts that were returned for touchdowns.,BPTD,0.0,,7.0,Bills
6,Defensive Touchdown,The number of touchdowns recorded on defense.,TD,1.0,,17.0,Bills
7,Hurries,The number of times that the quarterback is hurried.,HUR,0.0,,1.0,Bills
8,Kicks Blocked,The number of times a kick was blocked.,KB,1.0,,13.0,Bills
9,Long Interception,The amount of yards of the longest interception return.,LNG,43.0,,15.0,Bills
10,Miscellaneous Touchdowns,The number of miscellaneous touchdowns.,MISCTD,0.0,,6.0,Bills
11,Passes Batted Down,The number of passes that were batted down.,BATD,0.0,,1.0,Bills
12,Passes Defended,The total number of passes defended.,PD,90.0,5.0,2.0,Bills
13,Two Point Returns,The number of two point attempts that is returned by the defense.,2PTR,0.0,,1.0,Bills
14,Sacks,The total number of sacks.,SACK,40.0,2.5,14.0,Bills
15,Sack Yards,The number of yards lost from sacks.,SCKYDS,288.0,18.0,11.0,Bills
16,Safeties,The number of times the offense is tackled in their own endzone.,SAFE,1.0,,1.0,Bills
17,Solo Tackles,The number of times a tackle was made unassisted.,SOLO,779.0,43.0,12.0,Bills
18,Stuffs,The number of times that a runner is stuffed at or behind the line of scrimmage.,STF,53.0,5.0,2.0,Bills
19,Stuff Yards,The number of yards lost from stuffs.,STFYDS,248.0,,11.0,Bills
20,Tackles For Loss,The number of tackles that result in a loss of yardage.,TFL,93.0,5.813000202178955,3.0,Bills
21,Team Games Played,The numbers of team games played.,GP,16.0,,31.0,Bills
22,Total Tackles,The total number of tackles.,TOT,1128.0,62.0,8.0,Bills
23,Yards Allowed,Yards allowed,YA,0.0,,1.0,Bills
24,Points Allowed,Points allowed,PA,0.0,,1.0,Bills
25,One Point Safeties Made,One Point Safeties Made,OPSM,0.0,,1.0,Bills
0,Interceptions,The total number of interceptions.,INT,17.0,1.0,4.0,Bills
1,Interception Touchdowns,The number of times an interception is returned for a touchdown.,TD,1.0,,11.0,Bills
2,Interception Yards,The number of yards gained after an interception.,YDS,165.0,10.0,14.0,Bills
0,Average Kickoff Return Yards,The average number of yards per kickoff return.,YDS/KR,25.222,19.849000930786133,4.0,Bills
1,Average Kickoff Yards,The average number of yards per kickoff.,YDS/K,61.935,33.03099822998047,2.0,Bills
2,Extra Point Attempts,The number of extra point attempts.,XPA,50.0,3.0,1.0,Bills
3,Extra Point Percentage,The percentage of extra point attempts that are converted.,XP%,96.0,96.35399627685547,2.0,Bills
4,Extra Point Blocked,The number of extra points blocked.,XPB,0.0,,1.0,Bills
5,Extra Points Blocked Percentage,The percentage of extra points attempts that are blocked.,XPB%,0.0,,1.0,Bills
6,Extra Points Made,The number of extra point attempts made.,XPM,48.0,3.0,1.0,Bills
7,Fair Catches,The number of fair catches.,FC,0.0,,1.0,Bills
8,Fair Catch Percentage,The percentage of kicks that are fair catches.,FC%,0.0,9.20199966430664,1.0,Bills
9,Field Goal Attempts,The number of times a field goal is attempted.,FGA,31.0,1.0,4.0,Bills
10,Field Goal Attempts 1-19,The number of field goals attempted from 1-19 yards.,FGA 1-19,0.0,,2.0,Bills
11,Field Goal Attempts 20-29,The number of field goals attempted from 20-29 yards.,FGA 20-29,4.0,,4.0,Bills
12,Field Goal Attempts 30-39,The number of field goals attempted from 30-39 yards.,FGA 30-39,13.0,,1.0,Bills
13,Field Goal Attempts 40-49,The number of field goals attempted from 40-49 yards.,FGA 40-49,11.0,,3.0,Bills
14,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,3.0,,4.0,Bills
15,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,0.0,,2.0,Bills
16,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,3.0,,2.0,Bills
17,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,1250.0,78.0,4.0,Bills
18,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,87.097,78.125,1.0,Bills
19,Field Goals Blocked,The number of field goals that are blocked.,FGB,1.0,,3.0,Bills
20,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,3.226,3.125,4.0,Bills
21,Field Goal Made,The number of times a field goal is made.,FGM,27.0,1.0,3.0,Bills
22,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0.0,,2.0,Bills
23,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,4.0,,4.0,Bills
24,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,11.0,,1.0,Bills
25,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,10.0,,2.0,Bills
26,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,2.0,,3.0,Bills
27,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,0.0,,2.0,Bills
28,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,2.0,,5.0,Bills
29,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,1070.0,66.0,3.0,Bills
30,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,180.0,11.0,4.0,Bills
31,Kickoff Returns,The number of times a kickoff was returned.,KR,36.0,2.0,1.0,Bills
32,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0.0,,1.0,Bills
33,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,908.0,56.0,4.0,Bills
34,Kickoffs,The number of kickoffs taken.,K,93.0,5.0,1.0,Bills
35,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,5760.0,182.0,1.0,Bills
36,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,56.0,,2.0,Bills
37,Long Field Goal Made,The distance of the longest field goal made.,LNG,56.0,37.0,2.0,Bills
38,Long Kickoff,The distance of the longest kickoff.,LK,69.0,63.0,3.0,Bills
39,Team Games Played,The numbers of team games played.,GP,16.0,,31.0,Bills
40,Total Kicking Points,The number of total points earned kicking.,PTS,129.0,8.0,1.0,Bills
41,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,46.237,43.02299880981445,3.0,Bills
42,Touchbacks,The number of kickoffs that result in touchbacks.,TB,43.0,2.0,3.0,Bills
0,Defensive Fumbles Returns,The number of fumble returns.,DFR,0.0,,1.0,Bills
1,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0.0,,1.0,Bills
2,Fumble Recoveries,The number of fumble recoveries.,FR,10.0,,10.0,Bills
3,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,1.0,,29.0,Bills
4,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0.0,,1.0,Bills
5,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0.0,,1.0,Bills
6,Kick Return Fumbles,The number of kick return fumbles.,KRF,0.0,,1.0,Bills
7,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0.0,,1.0,Bills
8,Kick Returns,The number of kick returns.,ATT,36.0,2.0,7.0,Bills
9,Kick Return Touchdowns,The number of kick return touchdowns.,TD,2.0,,1.0,Bills
10,Kick Return Yards,The total yardage of kick returns.,YDS,908.0,56.0,6.0,Bills
11,Long Kick Return,The longest kick return in yards.,LNG,101.0,28.0,4.0,Bills
12,Long Punt Return,The longest punt return in yards.,LNG,28.0,11.0,12.0,Bills
13,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0.0,,1.0,Bills
14,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0.0,,1.0,Bills
15,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,13.0,,2.0,Bills
16,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,44.0,,13.0,Bills
